title,description,keywords,date,duration,views,n_lang,lang,speaker,speaker_job,speaker_about,n_comments
The art of wearable communication,"Artist Kate Hartman uses wearable electronics to explore how we communicate, with ourselves and with the world. In this quirky and thought-provoking talk, she shows the ""Talk to Yourself Hat"", the ""Inflatable Heart"", the ""Glacier Embracing Suit"", and other unexpected devices.","art, communication, culture, glacier",March 2011,545.0,917423,34,el | en | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | hy | ja | he | sr | sq | ko | sv | sk | uk,Kate Hartman,Artist and technologist,"Kate Hartman creates devices and interfaces for humans, houseplants, and glaciers. Her work playfully questions the ways in which we relate and communicate.",170
Hire the hackers!,"Despite multibillion-dollar investments in cybersecurity, one of its root problems has been largely ignored: who are the people who write malicious code? Underworld investigator Misha Glenny profiles several convicted coders from around the world and reaches a startling conclusion.","Internet, computers, crime, global issues, technology",July 2011,1119.0,1332305,36,el | en | so | it | ar | pt-BR | cs | gl | id | es | ru | nl | nn | zh-Hans | zh-Hant | tr | hr | ro | fil | fr | bg | fr-CA | de | da | fa | hu | ja | he | pt | sr | sq | ko | sk | pl | uk | vi,Misha Glenny,Underworld investigator,Journalist Misha Glenny leaves no stone unturned (and no failed state unexamined) in his excavation of criminal globalization.,190
Does democracy stifle economic growth?,"Economist Yasheng Huang compares China to India, and asks how China's authoritarian rule contributed to its astonishing economic growth — leading to a big question: Is democracy actually holding India back? Huang's answer may surprise you.","Asia, culture, democracy, economics, global issues, politics, india",July 2011,1131.0,1047507,30,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | ro | pl | fr | bg | fr-CA | de | hu | fa | hi | ja | he | ko | sv | sl,Yasheng Huang,Political economist,"Yasheng Huang asks us to rethink our ideas about China and other large emerging economies. Lately he’s been asking, Does democracy hinder or promote economic growth?",379
Shake up your story,"Artist Raghava KK demos his new children's book for iPad with a fun feature: when you shake it, the story — and your perspective — changes. In this charming short talk, he invites all of us to shake up our perspective a little bit.","creativity, design, entertainment, technology, books, storytelling",July 2011,270.0,974592,39,el | en | zh | vi | ca | it | sv | hy | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | lt | th | ro | pl | fr | bg | fr-CA | de | da | fa | hi | hu | he | sr | sq | ko | sk | ar | uk,Raghava KK,Artist,"Raghava KK's paintings and drawings use cartoonish shapes and colors to examine the body, society, our world.",162
Making matter come alive,"Before life existed on Earth, there was just matter, inorganic dead ""stuff."" How improbable is it that life arose? And — could it use a different type of chemistry? Using an elegant definition of life (anything that can evolve), chemist Lee Cronin is exploring this question by attempting to create a fully inorganic cell using a ""Lego kit"" of inorganic molecules — no carbon — that can assemble, replicate and compete.","biology, life, nanoscale, science, marine biology",July 2011,911.0,718482,29,el | en | vi | it | ar | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | ko | uk,Lee Cronin,Chemist,"A professor of chemistry, nanoscience and chemical complexity, Lee Cronin and his research group investigate how chemistry can revolutionize modern technology and even create life.",247
My father the forger,Sarah Kaminsky tells the extraordinary story of her father Adolfo and his activity during World War II — using his ingenuity and talent for forgery to save lives.,"TEDx, culture, entertainment, global issues, history, storytelling, war",January 2010,840.0,618255,30,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | hu | fa | hy | ja | he | sr | ko | uk | sl,Sarah Kaminsky,Actor and writer,"Sarah Kaminsky writes about her father, Adolfo Kaminsky, a forger with a mission.",109
Unintended consequences,Every new invention changes the world — in ways both intentional and unexpected. Historian Edward Tenner tells stories that illustrate the under-appreciated gap between our ability to innovate and our ability to foresee the consequences.,"culture, design, history, invention, technology",March 2011,970.0,811745,27,el | en | vi | it | ar | pt-BR | id | es | ru | nl | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | hu | hi | ja | he | sr | sq | ko | uk,Edward Tenner,Historian of technology and culture,"Edward Tenner is an independent writer, speaker, and editor analyzing the cultural aspects of technological change.",78
Compassion and the true meaning of empathy,"Buddhist roshi Joan Halifax works with people at the last stage of life (in hospice and on death row). She shares what she's learned about compassion in the face of death and dying, and a deep insight into the nature of empathy.","Buddhism, compassion, culture, death, global issues",December 2010,841.0,1655468,35,el | en | vi | ca | it | ar | pt-BR | cs | gl | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | hy | ja | he | sr | sq | ko | mk | uk | my,Joan Halifax,"Author, Zen priest","Known for her compassionate work with the terminally ill, Joan Halifax is a driving force of socially engaged Buddhism.",181
Can we make things that make themselves?,"MIT researcher Skylar Tibbits works on self-assembly — the idea that instead of building something (a chair, a skyscraper), we can create materials that build themselves, much the way a strand of DNA zips itself together. It's a big concept at early stages; Tibbits shows us three in-the-lab projects that hint at what a self-assembling future might look like.","TED Fellows, design, technology",February 2011,364.0,1020121,34,el | en | vi | it | cs | ar | pt-BR | eu | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | hy | ja | he | sr | sq | ko | sv | sk | uk,Skylar Tibbits,Inventor,"Skylar Tibbits, a TED Fellow, is an artist and computational architect working on ""smart"" components that can assemble themselves.",157
Pay attention to nonviolence,"In 2003, the Palestinian village of Budrus mounted a 10-month-long nonviolent protest to stop a barrier being built across their olive groves. Did you hear about it? Didn't think so. Brazilian filmmaker Julia Bacha asks why we only pay attention to violence in the Israel-Palestine conflict — and not to the nonviolent leaders who may one day bring peace.","communication, compassion, entertainment, film, peace, violence, war, nonviolence",July 2011,651.0,792938,35,el | en | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | th | ro | pl | fr | bg | fr-CA | de | hu | fa | hy | ja | he | sr | sq | ko | mk | sh | uk,Julia Bacha,Filmmaker,"Julia Bacha is the creative director at Just Vision, an organization that uses film and multimedia storytelling to foster constructive conversations on some of the most divisive issues of our times.",333
DNA clues to our inner neanderthal,"Sharing the results of a massive, worldwide study, geneticist Svante Pääbo shows the DNA proof that early humans mated with Neanderthals after we moved out of Africa. (Yes, many of us have Neanderthal DNA.) He also shows how a tiny bone from a baby finger was enough to identify a whole new humanoid species.","DNA, biology, evolution, science",July 2011,1021.0,1458925,33,el | en | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | lv | zh-Hans | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | sr | sq | ko | sv | sk,Svante Pääbo,Geneticist,"Svante Pääbo explores human genetic evolution by analyzing DNA extracted from ancient sources, including mummies, an Ice Age hunter and the bone fragments of Neanderthals.",143
Beware conflicts of interest,"In this short talk, psychologist Dan Ariely tells two personal stories that explore scientific conflict of interest: How the pursuit of knowledge and insight can be affected, consciously or not, by shortsighted personal goals. When we're thinking about the big questions, he reminds us, let's be aware of our all-too-human brains.","cognitive science, economics, medical research, science, technology",March 2011,335.0,1172454,41,el | en | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | lt | th | ro | pl | fr | bg | fr-CA | de | da | fa | fi | hy | hu | ja | he | ka | sr | sq | ko | sv | sk | uk | sl,Dan Ariely,Behavioral economist,"The dismal science of economics is not as firmly grounded in actual behavior as was once supposed. In ""Predictably Irrational,"" Dan Ariely told us why.",64
The magic of truth and lies (and iPods),"Using three iPods like magical props, Marco Tempest spins a clever, surprisingly heartfelt meditation on truth and lies, art and emotion.","art, design, entertainment, illusion, magic, music, technology",July 2011,307.0,5547877,47,el | eo | en | zh | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | nb | tr | lv | hr | lt | th | ro | fil | ta | fr | bg | uk | fr-CA | de | da | fa | hy | hu | ja | he | ka | uz | sr | sq | mn | ko | sk | pl | ms | sl,Marco Tempest,Techno-illusionist,"Marco Tempest is a cyber illusionist, combining magic and technology to produce astonishing illusions.",383
Finding planets around other stars,"How do we find planets — even habitable planets — around other stars? By looking for tiny dimming as a planet passes in front of its sun, TED Fellow Lucianne Walkowicz and the Kepler mission have found some 1,200 potential new planetary systems. With new techniques, they may even find ones with the right conditions for life.","TED Fellows, exploration, science, technology, universe, telescopes, Sun",July 2011,264.0,1146403,41,el | eo | en | vi | ca | it | ar | pt-BR | cs | az | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | lt | th | ro | pl | fr | bg | uk | fr-CA | de | hu | fa | hi | ja | he | ka | sr | sq | ko | sv | sk | ms | sl,Lucianne Walkowicz,Stellar astronomer,"Lucianne Walkowicz works on NASA's Kepler mission, studying starspots and ""the tempestuous tantrums of stellar flares.""",134
One day of peace,"Here's a crazy idea: Persuade the world to try living in peace for just one day, every September 21. In this energetic, honest talk, Jeremy Gilley tells the story of how this crazy idea became real — real enough to help millions of kids in war-torn regions.","activism, collaboration, global issues, peace, war, nonviolence",July 2011,1061.0,877167,34,el | en | vi | it | ar | pt-BR | cs | id | es | nl | pt | zh-Hans | zh-Hant | tr | hr | th | ro | pl | fr | bg | fr-CA | de | hu | fa | hy | ja | he | sr | sq | ko | sv | sh | uk | sl,Jeremy Gilley,Peace activist,Filmmaker Jeremy Gilley founded Peace One Day to create an annual day without conflict. And ... it's happening. What will you do to make peace on September 21?,311
The great penguin rescue,"The world's largest volunteer animal rescue, saved more than 40,000 penguins after an oil spill off the coast of South Africa. Dyan deNapoli tells the triumphant story. How does a job this big get done? Penguin by penguin by penguin ...","TEDx, animals, birds, collaboration, global issues, oceans, science",June 2011,703.0,412977,33,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | th | ro | pl | fr | bg | fr-CA | de | da | fa | hu | ja | he | ko | sk | uk | sl,Dyan deNapoli,Penguin expert,"Call her ""the Penguin Lady."" Dyan deNapoli educates the world about these fascinating birds.",82
